Term Code,College Code,Department Code,CRN,Campus Code,Subject Code,Course Number,Section Number,Section Title,Instructor 1 ID,Instructor 1 First Name,Instructor 1 Last Name,Question Number,Question,Mean,Median,Standard Deviation,Department Mean,Department Median,Similar College Mean,Similar College Median,College Mean,College Median,Percent Rank - Department,Percent Rank - College,Responses,Percent #1,Percent #2,Percent #3,Percent #4,Percent #5,ZScore - College,ZScore - College Similar Sections,Course Level,Section Size
201720,EN,EN01,17226,N,AME,3353,001,Design-Mechanical Components,112121721,Harold,Stalford,10,"In general, the instructor taught this course effectively.",3,3,1.63299,4.24901,5,4.1441,5,4.1441,5,7.813,6.625,31,22.58065,29.03226,6.45161,9.67742,32.25806,-1.02076,-1.02076,All,All
201720,EN,EN01,17266,N,AME,3353,002,Design-Mechanical Components,112121721,Harold,Stalford,2,The instructor was well-organized and made adequate preparation for class.,3.10714,3,1.37003,4.28889,5,4.24749,5,4.24749,5,3.125,3.785,28,14.28571,21.42857,25,17.85714,21.42857,-1.11064,-1.11064,All,All
201720,EN,EN01,17266,N,AME,3353,002,Design-Mechanical Components,112121721,Harold,Stalford,3,Class time was well used and contributed to my learning of the material.,3.32143,3.5,1.38921,4.15207,4,4.05369,4,4.05369,4,10.938,10.726,28,14.28571,14.28571,21.42857,25,25,-0.63274,-0.63274,All,All
201720,EN,EN01,17266,N,AME,3353,002,Design-Mechanical Components,112121721,Harold,Stalford,5,The instructor related course material to professional practice and/or research.,4,4,0.98131,4.32989,5,4.28105,5,4.28105,5,26.563,21.451,28,3.57143,3.57143,14.28571,46.42857,32.14286,-0.28604,-0.28604,All,All
201720,EN,EN01,17266,N,AME,3353,002,Design-Mechanical Components,112121721,Harold,Stalford,6,The way in which the course was taught helped me develop analysis and design abilities.,3.42857,4,1.57359,4.17675,5,4.01325,4,4.01325,4,10.938,12.934,28,21.42857,7.14286,14.28571,21.42857,35.71429,-0.49823,-0.49823,All,All
201720,EN,EN01,17266,N,AME,3353,002,Design-Mechanical Components,112121721,Harold,Stalford,10,"In general, the instructor taught this course effectively.",2.89286,3,1.42307,4.24901,5,4.1441,5,4.1441,5,4.688,5.047,28,21.42857,21.42857,21.42857,17.85714,17.85714,-1.11635,-1.11635,All,All
201720,EN,EN01,35591,N,AME,3353,900,Design-Mechanical Components,112121721,Harold,Stalford,2,The instructor was well-organized and made adequate preparation for class.,3.25,3,1.65831,4.28889,5,4.24749,5,4.24749,5,6.25,7.571,12,16.66667,25,16.66667,0,41.66667,-0.9715,-0.9715,All,All
201720,EN,EN01,35591,N,AME,3353,900,Design-Mechanical Components,112121721,Harold,Stalford,3,Class time was well used and contributed to my learning of the material.,3.41667,4,1.67649,4.15207,4,4.05369,4,4.05369,4,12.5,12.618,12,16.66667,25,0,16.66667,41.66667,-0.55045,-0.55045,All,All
201720,EN,EN01,35591,N,AME,3353,900,Design-Mechanical Components,112121721,Harold,Stalford,5,The instructor related course material to professional practice and/or research.,4.41667,5,0.79296,4.32989,5,4.28105,5,4.28105,5,45.313,41.009,12,0,0,16.66667,25,58.33333,0.13803,0.13803,All,All
201720,EN,EN01,35591,N,AME,3353,900,Design-Mechanical Components,112121721,Harold,Stalford,6,The way in which the course was taught helped me develop analysis and design abilities.,3.58333,4,1.62135,4.17675,5,4.01325,4,4.01325,4,15.625,17.981,12,16.66667,16.66667,0,25,41.66667,-0.36635,-0.36635,All,All
201720,EN,EN01,35591,N,AME,3353,900,Design-Mechanical Components,112121721,Harold,Stalford,10,"In general, the instructor taught this course effectively.",3.16667,3,1.80067,4.24901,5,4.1441,5,4.1441,5,10.938,8.202,12,33.33333,0,25,0,41.66667,-0.87206,-0.87206,All,All
201720,EN,EN01,32978,N,AME,3413,001,Vibrating Systems,112113526,James,Baldwin,2,The instructor was well-organized and made adequate preparation for class.,4.08333,4,0.9962,4.28889,5,4.24749,5,4.24749,5,34.375,27.76,12,0,8.33333,16.66667,33.33333,41.66667,-0.15988,-0.15988,All,All
201720,EN,EN01,32978,N,AME,3413,001,Vibrating Systems,112113526,James,Baldwin,3,Class time was well used and contributed to my learning of the material.,4.58333,5,0.66856,4.15207,4,4.05369,4,4.05369,4,68.75,65.615,12,0,0,8.33333,25,66.66667,0.45766,0.45766,All,All
201720,EN,EN01,32978,N,AME,3413,001,Vibrating Systems,112113526,James,Baldwin,5,The instructor related course material to professional practice and/or research.,4.66667,5,0.65134,4.32989,5,4.28105,5,4.28105,5,67.188,64.984,12,0,0,8.33333,16.66667,75,0.39246,0.39246,All,All
201720,EN,EN01,32978,N,AME,3413,001,Vibrating Systems,112113526,James,Baldwin,6,The way in which the course was taught helped me develop analysis and design abilities.,4.41667,5,0.79296,4.17675,5,4.01325,4,4.01325,4,57.813,56.467,12,0,0,16.66667,25,58.33333,0.34377,0.34377,All,All
201720,EN,EN01,32978,N,AME,3413,001,Vibrating Systems,112113526,James,Baldwin,10,"In general, the instructor taught this course effectively.",4.5,5,0.6742,4.24901,5,4.1441,5,4.1441,5,60.938,55.836,12,0,0,8.33333,33.33333,58.33333,0.31753,0.31753,All,All
201720,EN,EN01,37464,N,AME,3440,001,Mentored Research Experience,113247173,Yingtao,Liu,2,The instructor was well-organized and made adequate preparation for class.,5,,0,4.28889,5,4.24749,5,4.24749,5,100,100,1,0,0,0,0,100,0.7329,0.7329,All,All
201720,EN,EN01,37464,N,AME,3440,001,Mentored Research Experience,113247173,Yingtao,Liu,3,Class time was well used and contributed to my learning of the material.,5,,0,4.15207,4,4.05369,4,4.05369,4,100,100,1,0,0,0,0,100,0.8177,0.8177,All,All
201720,EN,EN01,37464,N,AME,3440,001,Mentored Research Experience,113247173,Yingtao,Liu,5,The instructor related course material to professional practice and/or research.,5,,0,4.32989,5,4.28105,5,4.28105,5,100,100,1,0,0,0,0,100,0.73171,0.73171,All,All
201720,EN,EN01,37464,N,AME,3440,001,Mentored Research Experience,113247173,Yingtao,Liu,6,The way in which the course was taught helped me develop analysis and design abilities.,5,,0,4.17675,5,4.01325,4,4.01325,4,100,100,1,0,0,0,0,100,0.84085,0.84085,All,All
201720,EN,EN01,37464,N,AME,3440,001,Mentored Research Experience,113247173,Yingtao,Liu,10,"In general, the instructor taught this course effectively.",5,,0,4.24901,5,4.1441,5,4.1441,5,100,100,1,0,0,0,0,100,0.76363,0.76363,All,All
201720,EN,EN01,37903,N,AME,3440,002,Mentored Research Experience,113371426,CHUNG-HAO,LEE,2,The instructor was well-organized and made adequate preparation for class.,4.75,5,0.5,4.28889,5,4.24749,5,4.24749,5,82.813,76.025,4,0,0,0,25,75,0.48942,0.48942,All,All
201720,EN,EN01,37903,N,AME,3440,002,Mentored Research Experience,113371426,CHUNG-HAO,LEE,3,Class time was well used and contributed to my learning of the material.,4.75,5,0.5,4.15207,4,4.05369,4,4.05369,4,84.375,80.757,4,0,0,0,25,75,0.60168,0.60168,All,All
201720,EN,EN01,37903,N,AME,3440,002,Mentored Research Experience,113371426,CHUNG-HAO,LEE,5,The instructor related course material to professional practice and/or research.,4.75,5,0.5,4.32989,5,4.28105,5,4.28105,5,81.25,73.502,4,0,0,0,25,75,0.47727,0.47727,All,All
201720,EN,EN01,37903,N,AME,3440,002,Mentored Research Experience,113371426,CHUNG-HAO,LEE,6,The way in which the course was taught helped me develop analysis and design abilities.,4.75,5,0.5,4.17675,5,4.01325,4,4.01325,4,87.5,82.65,4,0,0,0,25,75,0.62781,0.62781,All,All
201720,EN,EN01,37903,N,AME,3440,002,Mentored Research Experience,113371426,CHUNG-HAO,LEE,10,"In general, the instructor taught this course effectively.",4.75,5,0.5,4.24901,5,4.1441,5,4.1441,5,75,75.71,4,0,0,0,25,75,0.54058,0.54058,All,All
201720,EN,EN01,17270,N,AME,3523,001,Aerospace Structural Analysis,113320095,Thomas,Hays,2,The instructor was well-organized and made adequate preparation for class.,4.12903,4,0.95715,4.28889,5,4.24749,5,4.24749,5,40.625,29.653,31,0,9.67742,9.67742,38.70968,41.93548,-0.11537,-0.11537,All,All
201720,EN,EN01,17270,N,AME,3523,001,Aerospace Structural Analysis,113320095,Thomas,Hays,3,Class time was well used and contributed to my learning of the material.,4.29032,5,1.10132,4.15207,4,4.05369,4,4.05369,4,48.438,45.741,31,6.45161,0,9.67742,25.80645,58.06452,0.20447,0.20447,All,All
201720,EN,EN01,17270,N,AME,3523,001,Aerospace Structural Analysis,113320095,Thomas,Hays,5,The instructor related course material to professional practice and/or research.,4.58065,5,0.62044,4.32989,5,4.28105,5,4.28105,5,59.375,53.312,31,0,0,6.45161,29.03226,64.51613,0.30492,0.30492,All,All
201720,EN,EN01,17270,N,AME,3523,001,Aerospace Structural Analysis,113320095,Thomas,Hays,6,The way in which the course was taught helped me develop analysis and design abilities.,4.25806,5,1.18231,4.17675,5,4.01325,4,4.01325,4,42.188,46.372,31,6.45161,3.22581,9.67742,19.35484,61.29032,0.20861,0.20861,All,All
201720,EN,EN01,17270,N,AME,3523,001,Aerospace Structural Analysis,113320095,Thomas,Hays,10,"In general, the instructor taught this course effectively.",4.32258,5,1.07663,4.24901,5,4.1441,5,4.1441,5,45.313,40.063,31,6.45161,0,6.45161,29.03226,58.06452,0.15924,0.15924,All,All
201720,EN,EN01,17301,N,AME,3623,001,Embedded Real-Time Systems,112130690,Andrew,Fagg,2,The instructor was well-organized and made adequate preparation for class.,3.63158,4,1.06513,4.28889,5,4.24749,5,4.24749,5,12.5,14.511,19,0,15.78947,31.57895,26.31579,26.31579,-0.59986,-0.59986,All,All
201720,EN,EN01,17301,N,AME,3623,001,Embedded Real-Time Systems,112130690,Andrew,Fagg,3,Class time was well used and contributed to my learning of the material.,3.21053,3,1.08418,4.15207,4,4.05369,4,4.05369,4,4.688,8.833,19,0,31.57895,31.57895,21.05263,15.78947,-0.72857,-0.72857,All,All
201720,EN,EN01,17301,N,AME,3623,001,Embedded Real-Time Systems,112130690,Andrew,Fagg,5,The instructor related course material to professional practice and/or research.,3.63158,4,1.11607,4.32989,5,4.28105,5,4.28105,5,6.25,9.464,19,0,15.78947,36.84211,15.78947,31.57895,-0.661,-0.661,All,All
201720,EN,EN01,17301,N,AME,3623,001,Embedded Real-Time Systems,112130690,Andrew,Fagg,6,The way in which the course was taught helped me develop analysis and design abilities.,3.26316,3,1.32674,4.17675,5,4.01325,4,4.01325,4,7.813,10.095,19,5.26316,31.57895,21.05263,15.78947,26.31579,-0.63918,-0.63918,All,All
201720,EN,EN01,17301,N,AME,3623,001,Embedded Real-Time Systems,112130690,Andrew,Fagg,10,"In general, the instructor taught this course effectively.",3.47368,3,1.1239,4.24901,5,4.1441,5,4.1441,5,12.5,12.303,19,0,21.05263,36.84211,15.78947,26.31579,-0.59815,-0.59815,All,All
201720,EN,EN01,37248,N,AME,3990,019,Independent Study,112112187,Ramkumar,Parthasarathy,2,The instructor was well-organized and made adequate preparation for class.,5,5,0,4.28889,5,4.24749,5,4.24749,5,100,100,2,0,0,0,0,100,0.7329,0.7329,All,All
201720,EN,EN01,37248,N,AME,3990,019,Independent Study,112112187,Ramkumar,Parthasarathy,3,Class time was well used and contributed to my learning of the material.,5,5,0,4.15207,4,4.05369,4,4.05369,4,100,100,2,0,0,0,0,100,0.8177,0.8177,All,All
201720,EN,EN01,37248,N,AME,3990,019,Independent Study,112112187,Ramkumar,Parthasarathy,5,The instructor related course material to professional practice and/or research.,5,5,0,4.32989,5,4.28105,5,4.28105,5,100,100,2,0,0,0,0,100,0.73171,0.73171,All,All
201720,EN,EN01,37248,N,AME,3990,019,Independent Study,112112187,Ramkumar,Parthasarathy,6,The way in which the course was taught helped me develop analysis and design abilities.,5,5,0,4.17675,5,4.01325,4,4.01325,4,100,100,2,0,0,0,0,100,0.84085,0.84085,All,All
201720,EN,EN01,37248,N,AME,3990,019,Independent Study,112112187,Ramkumar,Parthasarathy,10,"In general, the instructor taught this course effectively.",5,5,0,4.24901,5,4.1441,5,4.1441,5,100,100,2,0,0,0,0,100,0.76363,0.76363,All,All
201720,EN,EN01,33295,N,AME,4193,001,Intro to Computer Aided Design,112128731,Kuang-Hua,Chang,2,The instructor was well-organized and made adequate preparation for class.,4.84615,5,0.37553,4.28889,5,4.24749,5,4.24749,5,87.5,83.281,13,0,0,0,15.38462,84.61538,0.58306,0.58306,All,All
201720,EN,EN01,33295,N,AME,4193,001,Intro to Computer Aided Design,112128731,Kuang-Hua,Chang,3,Class time was well used and contributed to my learning of the material.,4.61538,5,0.65044,4.15207,4,4.05369,4,4.05369,4,71.875,68.77,13,0,0,7.69231,23.07692,69.23077,0.48535,0.48535,All,All
201720,EN,EN01,33295,N,AME,4193,001,Intro to Computer Aided Design,112128731,Kuang-Hua,Chang,5,The instructor related course material to professional practice and/or research.,4.69231,5,0.48038,4.32989,5,4.28105,5,4.28105,5,71.875,67.508,13,0,0,0,30.76923,69.23077,0.41856,0.41856,All,All
201720,EN,EN01,33295,N,AME,4193,001,Intro to Computer Aided Design,112128731,Kuang-Hua,Chang,6,The way in which the course was taught helped me develop analysis and design abilities.,4.46154,5,0.77625,4.17675,5,4.01325,4,4.01325,4,67.188,60.252,13,0,0,15.38462,23.07692,61.53846,0.382,0.382,All,All
201720,EN,EN01,33295,N,AME,4193,001,Intro to Computer Aided Design,112128731,Kuang-Hua,Chang,10,"In general, the instructor taught this course effectively.",4.69231,5,0.48038,4.24901,5,4.1441,5,4.1441,5,71.875,71.609,13,0,0,0,30.76923,69.23077,0.48911,0.48911,All,All
201720,EN,EN01,35592,N,AME,4213,900,Biomechanics I,113371426,CHUNG-HAO,LEE,2,The instructor was well-organized and made adequate preparation for class.,4.86667,5,0.35187,4.28889,5,4.24749,5,4.24749,5,90.625,85.174,15,0,0,0,13.33333,86.66667,0.60305,0.60305,All,All
201720,EN,EN01,35592,N,AME,4213,900,Biomechanics I,113371426,CHUNG-HAO,LEE,3,Class time was well used and contributed to my learning of the material.,4.73333,5,0.45774,4.15207,4,4.05369,4,4.05369,4,79.688,76.656,15,0,0,0,26.66667,73.33333,0.58727,0.58727,All,All
201720,EN,EN01,35592,N,AME,4213,900,Biomechanics I,113371426,CHUNG-HAO,LEE,5,The instructor related course material to professional practice and/or research.,4.8,5,0.41404,4.32989,5,4.28105,5,4.28105,5,87.5,79.495,15,0,0,0,20,80,0.52816,0.52816,All,All
201720,EN,EN01,35592,N,AME,4213,900,Biomechanics I,113371426,CHUNG-HAO,LEE,6,The way in which the course was taught helped me develop analysis and design abilities.,4.26667,4,0.70373,4.17675,5,4.01325,4,4.01325,4,43.75,46.688,15,0,0,13.33333,46.66667,40,0.21595,0.21595,All,All
201720,EN,EN01,35592,N,AME,4213,900,Biomechanics I,113371426,CHUNG-HAO,LEE,10,"In general, the instructor taught this course effectively.",4.73333,5,0.45774,4.24901,5,4.1441,5,4.1441,5,73.438,74.132,15,0,0,0,26.66667,73.33333,0.52571,0.52571,All,All
201720,EN,EN01,34869,N,AME,4283,900,Concurr Design & Manufacturing,112128731,Kuang-Hua,Chang,2,The instructor was well-organized and made adequate preparation for class.,4.66667,5,0.5164,4.28889,5,4.24749,5,4.24749,5,73.438,66.877,6,0,0,0,33.33333,66.66667,0.40826,0.40826,All,All
201720,EN,EN01,34869,N,AME,4283,900,Concurr Design & Manufacturing,112128731,Kuang-Hua,Chang,3,Class time was well used and contributed to my learning of the material.,4.83333,5,0.40825,4.15207,4,4.05369,4,4.05369,4,89.063,85.804,6,0,0,0,16.66667,83.33333,0.67368,0.67368,All,All
201720,EN,EN01,34869,N,AME,4283,900,Concurr Design & Manufacturing,112128731,Kuang-Hua,Chang,5,The instructor related course material to professional practice and/or research.,4.5,5,0.83666,4.32989,5,4.28105,5,4.28105,5,53.125,48.265,6,0,0,16.66667,16.66667,66.66667,0.22284,0.22284,All,All
201720,EN,EN01,34869,N,AME,4283,900,Concurr Design & Manufacturing,112128731,Kuang-Hua,Chang,6,The way in which the course was taught helped me develop analysis and design abilities.,4.83333,5,0.40825,4.17675,5,4.01325,4,4.01325,4,90.625,87.066,6,0,0,0,16.66667,83.33333,0.69882,0.69882,All,All
201720,EN,EN01,34869,N,AME,4283,900,Concurr Design & Manufacturing,112128731,Kuang-Hua,Chang,10,"In general, the instructor taught this course effectively.",5,5,0,4.24901,5,4.1441,5,4.1441,5,100,100,6,0,0,0,0,100,0.76363,0.76363,All,All
201720,EN,EN01,17937,N,AME,4373,001,Aerospace Systems Design II,113320095,Thomas,Hays,2,The instructor was well-organized and made adequate preparation for class.,4.61538,5,0.5711,4.28889,5,4.24749,5,4.24749,5,65.625,59.621,26,0,0,3.84615,30.76923,65.38462,0.35831,0.35831,All,All
201720,EN,EN01,17937,N,AME,4373,001,Aerospace Systems Design II,113320095,Thomas,Hays,3,Class time was well used and contributed to my learning of the material.,4.61538,5,0.5711,4.15207,4,4.05369,4,4.05369,4,71.875,68.77,26,0,0,3.84615,30.76923,65.38462,0.48535,0.48535,All,All
201720,EN,EN01,17937,N,AME,4373,001,Aerospace Systems Design II,113320095,Thomas,Hays,5,The instructor related course material to professional practice and/or research.,4.73077,5,0.66679,4.32989,5,4.28105,5,4.28105,5,75,70.347,26,0,3.84615,0,15.38462,80.76923,0.4577,0.4577,All,All
201720,EN,EN01,17937,N,AME,4373,001,Aerospace Systems Design II,113320095,Thomas,Hays,6,The way in which the course was taught helped me develop analysis and design abilities.,4.69231,5,0.73589,4.17675,5,4.01325,4,4.01325,4,82.813,77.287,26,0,3.84615,3.84615,11.53846,80.76923,0.57865,0.57865,All,All
201720,EN,EN01,17937,N,AME,4373,001,Aerospace Systems Design II,113320095,Thomas,Hays,10,"In general, the instructor taught this course effectively.",4.76923,5,0.65163,4.24901,5,4.1441,5,4.1441,5,79.688,77.287,26,0,3.84615,0,11.53846,84.61538,0.55774,0.55774,All,All
201720,EN,EN01,17940,N,AME,4442,010,Internal Combustn Engines Lab,112114433,Christopher,Dalton,2,The instructor was well-organized and made adequate preparation for class.,4.76923,5,0.43853,4.28889,5,4.24749,5,4.24749,5,84.375,76.972,13,0,0,0,23.07692,76.92308,0.50815,0.50815,All,All
201720,EN,EN01,17940,N,AME,4442,010,Internal Combustn Engines Lab,112114433,Christopher,Dalton,3,Class time was well used and contributed to my learning of the material.,4.76923,5,0.59914,4.15207,4,4.05369,4,4.05369,4,85.938,81.388,13,0,0,7.69231,7.69231,84.61538,0.61829,0.61829,All,All
201720,EN,EN01,17940,N,AME,4442,010,Internal Combustn Engines Lab,112114433,Christopher,Dalton,5,The instructor related course material to professional practice and/or research.,4.69231,5,0.63043,4.32989,5,4.28105,5,4.28105,5,71.875,67.508,13,0,0,7.69231,15.38462,76.92308,0.41856,0.41856,All,All
201720,EN,EN01,17940,N,AME,4442,010,Internal Combustn Engines Lab,112114433,Christopher,Dalton,6,The way in which the course was taught helped me develop analysis and design abilities.,4.38462,5,0.96077,4.17675,5,4.01325,4,4.01325,4,56.25,53.943,13,0,0,30.76923,0,69.23077,0.31646,0.31646,All,All
201720,EN,EN01,17940,N,AME,4442,010,Internal Combustn Engines Lab,112114433,Christopher,Dalton,10,"In general, the instructor taught this course effectively.",4.92308,5,0.27735,4.24901,5,4.1441,5,4.1441,5,90.625,87.697,13,0,0,0,7.69231,92.30769,0.695,0.695,All,All
201720,EN,EN01,17943,N,AME,4442,011,Lab-AME 4442-010,112114433,Christopher,Dalton,2,The instructor was well-organized and made adequate preparation for class.,5,5,0,4.28889,5,4.24749,5,4.24749,5,100,100,8,0,0,0,0,100,0.7329,0.7329,All,All
201720,EN,EN01,17943,N,AME,4442,011,Lab-AME 4442-010,112114433,Christopher,Dalton,3,Class time was well used and contributed to my learning of the material.,4.875,5,0.35355,4.15207,4,4.05369,4,4.05369,4,93.75,88.644,8,0,0,0,12.5,87.5,0.70969,0.70969,All,All
201720,EN,EN01,17943,N,AME,4442,011,Lab-AME 4442-010,112114433,Christopher,Dalton,5,The instructor related course material to professional practice and/or research.,4.75,5,0.70711,4.32989,5,4.28105,5,4.28105,5,81.25,73.502,8,0,0,12.5,0,87.5,0.47727,0.47727,All,All
201720,EN,EN01,17943,N,AME,4442,011,Lab-AME 4442-010,112114433,Christopher,Dalton,6,The way in which the course was taught helped me develop analysis and design abilities.,4.75,5,0.70711,4.17675,5,4.01325,4,4.01325,4,87.5,82.65,8,0,0,12.5,0,87.5,0.62781,0.62781,All,All
201720,EN,EN01,17943,N,AME,4442,011,Lab-AME 4442-010,112114433,Christopher,Dalton,10,"In general, the instructor taught this course effectively.",5,5,0,4.24901,5,4.1441,5,4.1441,5,100,100,8,0,0,0,0,100,0.76363,0.76363,All,All
201720,EN,EN01,37490,N,AME,4442,012,Lab-AME 4442-010,112114433,Christopher,Dalton,2,The instructor was well-organized and made adequate preparation for class.,4.75,5,0.5,4.28889,5,4.24749,5,4.24749,5,82.813,76.025,4,0,0,0,25,75,0.48942,0.48942,All,All
201720,EN,EN01,37490,N,AME,4442,012,Lab-AME 4442-010,112114433,Christopher,Dalton,3,Class time was well used and contributed to my learning of the material.,4.75,5,0.5,4.15207,4,4.05369,4,4.05369,4,84.375,80.757,4,0,0,0,25,75,0.60168,0.60168,All,All
201720,EN,EN01,37490,N,AME,4442,012,Lab-AME 4442-010,112114433,Christopher,Dalton,5,The instructor related course material to professional practice and/or research.,4.75,5,0.5,4.32989,5,4.28105,5,4.28105,5,81.25,73.502,4,0,0,0,25,75,0.47727,0.47727,All,All
201720,EN,EN01,37490,N,AME,4442,012,Lab-AME 4442-010,112114433,Christopher,Dalton,6,The way in which the course was taught helped me develop analysis and design abilities.,4,4,1.1547,4.17675,5,4.01325,4,4.01325,4,25,32.177,4,0,0,50,0,50,-0.01129,-0.01129,All,All
201720,EN,EN01,37490,N,AME,4442,012,Lab-AME 4442-010,112114433,Christopher,Dalton,10,"In general, the instructor taught this course effectively.",4.5,4.5,0.57735,4.24901,5,4.1441,5,4.1441,5,60.938,55.836,4,0,0,0,50,50,0.31753,0.31753,All,All
201720,EN,EN01,17945,N,AME,4553,001,Design Practicum,112112848,Zahed,Siddique,2,The instructor was well-organized and made adequate preparation for class.,4.4,4.5,0.69921,4.28889,5,4.24749,5,4.24749,5,54.688,41.325,10,0,0,10,40,50,0.14854,0.14854,All,All
201720,EN,EN01,17945,N,AME,4553,001,Design Practicum,112112848,Zahed,Siddique,3,Class time was well used and contributed to my learning of the material.,4.5,5,0.84984,4.15207,4,4.05369,4,4.05369,4,64.063,62.461,10,0,0,20,10,70,0.38565,0.38565,All,All
201720,EN,EN01,17945,N,AME,4553,001,Design Practicum,112112848,Zahed,Siddique,5,The instructor related course material to professional practice and/or research.,4.6,5,0.69921,4.32989,5,4.28105,5,4.28105,5,60.938,55.205,10,0,0,10,20,70,0.32461,0.32461,All,All
201720,EN,EN01,17945,N,AME,4553,001,Design Practicum,112112848,Zahed,Siddique,6,The way in which the course was taught helped me develop analysis and design abilities.,4.6,5,0.69921,4.17675,5,4.01325,4,4.01325,4,78.125,71.924,10,0,0,10,20,70,0.49999,0.49999,All,All
201720,EN,EN01,17945,N,AME,4553,001,Design Practicum,112112848,Zahed,Siddique,10,"In general, the instructor taught this course effectively.",4.5,5,0.70711,4.24901,5,4.1441,5,4.1441,5,60.938,55.836,10,0,0,10,30,60,0.31753,0.31753,All,All
201720,EN,EN01,24209,N,AME,4553,004,Design Practicum,112121721,Harold,Stalford,2,The instructor was well-organized and made adequate preparation for class.,4.07143,4,0.99725,4.28889,5,4.24749,5,4.24749,5,31.25,26.498,14,7.14286,0,0,64.28571,28.57143,-0.17147,-0.17147,All,All
201720,EN,EN01,24209,N,AME,4553,004,Design Practicum,112121721,Harold,Stalford,3,Class time was well used and contributed to my learning of the material.,4.07143,4,1.07161,4.15207,4,4.05369,4,4.05369,4,34.375,34.069,14,7.14286,0,7.14286,50,35.71429,0.01533,0.01533,All,All
201720,EN,EN01,24209,N,AME,4553,004,Design Practicum,112121721,Harold,Stalford,5,The instructor related course material to professional practice and/or research.,4.64286,5,0.63332,4.32989,5,4.28105,5,4.28105,5,62.5,57.729,14,0,0,7.14286,21.42857,71.42857,0.36823,0.36823,All,All
201720,EN,EN01,24209,N,AME,4553,004,Design Practicum,112121721,Harold,Stalford,6,The way in which the course was taught helped me develop analysis and design abilities.,4.42857,4.5,0.64621,4.17675,5,4.01325,4,4.01325,4,62.5,58.044,14,0,0,7.14286,42.85714,50,0.35391,0.35391,All,All
201720,EN,EN01,24209,N,AME,4553,004,Design Practicum,112121721,Harold,Stalford,10,"In general, the instructor taught this course effectively.",4.21429,4,0.89258,4.24901,5,4.1441,5,4.1441,5,35.938,31.861,14,0,7.14286,7.14286,42.85714,42.85714,0.06262,0.06262,All,All
201720,EN,EN01,26573,N,AME,4553,005,Design Practicum,112114433,Christopher,Dalton,2,The instructor was well-organized and made adequate preparation for class.,4.66667,5,0.5,4.28889,5,4.24749,5,4.24749,5,73.438,66.877,9,0,0,0,33.33333,66.66667,0.40826,0.40826,All,All
201720,EN,EN01,26573,N,AME,4553,005,Design Practicum,112114433,Christopher,Dalton,3,Class time was well used and contributed to my learning of the material.,4.44444,5,0.52705,4.15207,4,4.05369,4,4.05369,4,56.25,56.467,9,0,0,0,55.55556,44.44444,0.33765,0.33765,All,All
201720,EN,EN01,26573,N,AME,4553,005,Design Practicum,112114433,Christopher,Dalton,5,The instructor related course material to professional practice and/or research.,4.55556,5,0.72648,4.32989,5,4.28105,5,4.28105,5,57.813,52.05,9,0,0,11.11111,22.22222,66.66667,0.27938,0.27938,All,All
201720,EN,EN01,26573,N,AME,4553,005,Design Practicum,112114433,Christopher,Dalton,6,The way in which the course was taught helped me develop analysis and design abilities.,4.88889,5,0.33333,4.17675,5,4.01325,4,4.01325,4,92.188,91.798,9,0,0,0,11.11111,88.88889,0.74617,0.74617,All,All
201720,EN,EN01,26573,N,AME,4553,005,Design Practicum,112114433,Christopher,Dalton,10,"In general, the instructor taught this course effectively.",4.66667,5,0.5,4.24901,5,4.1441,5,4.1441,5,70.313,69.716,9,0,0,0,33.33333,66.66667,0.46623,0.46623,All,All
201720,EN,EN01,33425,N,AME,4553,006,Design Practicum,113857991,Farrokh,Mistree,2,The instructor was well-organized and made adequate preparation for class.,4.07692,4,0.86232,4.28889,5,4.24749,5,4.24749,5,32.813,26.814,13,0,7.69231,7.69231,53.84615,30.76923,-0.16613,-0.16613,All,All
201720,EN,EN01,33425,N,AME,4553,006,Design Practicum,113857991,Farrokh,Mistree,3,Class time was well used and contributed to my learning of the material.,4.15385,5,0.9871,4.15207,4,4.05369,4,4.05369,4,40.625,38.17,13,0,7.69231,15.38462,30.76923,46.15385,0.08655,0.08655,All,All
201720,EN,EN01,33425,N,AME,4553,006,Design Practicum,113857991,Farrokh,Mistree,5,The instructor related course material to professional practice and/or research.,4.76923,5,0.43853,4.32989,5,4.28105,5,4.28105,5,84.375,74.763,13,0,0,0,23.07692,76.92308,0.49684,0.49684,All,All
201720,EN,EN01,33425,N,AME,4553,006,Design Practicum,113857991,Farrokh,Mistree,6,The way in which the course was taught helped me develop analysis and design abilities.,4.15385,4,0.68874,4.17675,5,4.01325,4,4.01325,4,32.813,38.17,13,0,0,15.38462,53.84615,30.76923,0.11981,0.11981,All,All
201720,EN,EN01,33425,N,AME,4553,006,Design Practicum,113857991,Farrokh,Mistree,10,"In general, the instructor taught this course effectively.",4.15385,4,0.80064,4.24901,5,4.1441,5,4.1441,5,32.813,30.599,13,0,0,23.07692,38.46154,38.46154,0.0087,0.0087,All,All
201720,EN,EN01,35595,N,AME,4553,007,Design Practicum,113247173,Yingtao,Liu,2,The instructor was well-organized and made adequate preparation for class.,4.77778,5,0.44096,4.28889,5,4.24749,5,4.24749,5,85.938,77.918,9,0,0,0,22.22222,77.77778,0.51647,0.51647,All,All
